1,0,1655.7200274482893,377.41397902166455,146.62,332.71,67.567,-1,-1,-1
1,1,1252.1573888611097,483.3731132748565,61.514,139.59,29.439,-1,-1,-1
1,2,1221.0024060929766,552.2657941708296,40.123,91.049,19.601,-1,-1,-1
2,0,1689.0,385.0,146.62,332.71,66.725,-1,-1,-1
2,8,1241.5841584158416,531.6831683168317,52.0,118.0,15.979,-1,-1,-1
2,9,53.91628271738065,531.320458778551,94.66,214.81,9.3326,-1,-1,-1
3,12,1631.2126262131164,409.76374865209294,135.42,307.29,31.198,-1,-1,-1
3,2,1312.0,503.0,61.514,139.59,30.007,-1,-1,-1
3,1,51.0,555.0,87.838,199.32,3.7319,-1,-1,-1
4,18,1635.133810410744,363.68983432996765,159.84,362.7,53.87,-1,-1,-1
4,8,1741.5841584158416,468.3168316831683,113.37,257.27,34.214,-1,-1,-1
4,21,1292.079207920792,495.049504950495,67.474,153.11,21.299,-1,-1,-1
4,12,107.0,494.0,103.17,234.13,15.325,-1,-1,-1
4,1,58.0,566.0,79.918,181.35,3.316,-1,-1,-1
5,9,1643.0,396.0,159.84,362.7,11.573,-1,-1,-1
6,28,1649.5049504950496,381.18811881188117,146.62,332.71,52.587,-1,-1,-1
6,30,1306.7346338594255,488.18743260464663,56.686,128.63,30.194,-1,-1,-1
6,18,1318.0,537.0,52.0,118.0,30.132,-1,-1,-1
6,32,1706.6954220174493,463.68003136947357,113.37,257.27,29.672,-1,-1,-1
6,33,104.89167728654053,484.2662484070189,103.17,234.13,20.212,-1,-1,-1
7,9,1668.0,371.0,159.84,362.7,49.716,-1,-1,-1
7,35,1812.5673953533967,499.95098519752963,28.302,64.224,35.359,-1,-1,-1
7,21,1316.0,489.0,67.474,153.11,28.89,-1,-1,-1
7,37,1337.6237623762377,500.990099009901,56.686,128.63,10.428,-1,-1,-1
8,40,1651.4851485148515,367.3267326732673,159.84,362.7,50.69,-1,-1,-1
8,21,1322.0,494.0,61.514,139.59,38.787,-1,-1,-1
8,42,1829.7029702970297,500.0,30.903,70.127,24.904,-1,-1,-1
8,43,121.78217821782178,489.1089108910891,103.17,234.13,15.789,-1,-1,-1
9,9,1666.0,385.0,146.62,332.71,59.031,-1,-1,-1
9,46,1312.8712871287128,484.15841584158414,67.474,153.11,41.687,-1,-1,-1
9,47,1829.7029702970297,500.0,30.903,70.127,30.606,-1,-1,-1
9,48,1709.90099009901,413.86138613861385,135.42,307.29,25.474,-1,-1,-1
9,50,1261.3861386138615,545.5445544554456,43.624,98.993,14.674,-1,-1,-1
9,30,266.0,463.0,103.17,234.13,13.241,-1,-1,-1
10,9,1689.0,385.0,146.62,332.71,64.395,-1,-1,-1
10,21,1326.0,500.0,67.474,153.11,44.719,-1,-1,-1
10,54,144.55445544554456,509.9009900990099,56.686,128.63,17.341,-1,-1,-1
10,55,263.36633663366337,458.4158415841584,103.17,234.13,16.724,-1,-1,-1
10,33,1278.0,545.0,47.794,108.46,11.888,-1,-1,-1
10,28,1849.0,510.0,28.302,64.224,8.1416,-1,-1,-1
11,9,1689.0,385.0,146.62,332.71,58.138,-1,-1,-1
11,21,1326.0,500.0,67.474,153.11,38.028,-1,-1,-1
11,60,263.36633663366337,458.4158415841584,103.17,234.13,13.404,-1,-1,-1
11,33,1278.0,545.0,47.794,108.46,10.318,-1,-1,-1
11,62,169.30693069306932,476.23762376237624,26.0,59.0,6.3,-1,-1,-1
12,9,1689.0,408.0,146.62,332.71,51.907,-1,-1,-1
12,65,1312.8712871287128,485.1485148514851,73.864,167.61,39.416,-1,-1,-1
12,35,1837.0,351.0,103.17,234.13,8.3539,-1,-1,-1
12,68,1602.970297029703,392.0792079207921,159.84,362.7,0.28414,-1,-1,-1
13,69,1672.2772277227723,381.18811881188117,146.62,332.71,54.748,-1,-1,-1
13,21,1326.0,490.0,73.864,167.61,35.028,-1,-1,-1
13,71,1626.7326732673266,403.96039603960395,146.62,332.71,28.729,-1,-1,-1
13,72,149.5049504950495,496.03960396039605,28.302,64.224,15.713,-1,-1,-1
13,74,1848.5148514851485,387.1287128712871,30.903,70.127,4.4389,-1,-1,-1
14,9,1668.0,371.0,159.84,362.7,53.078,-1,-1,-1
14,21,1326.0,490.0,73.864,167.61,34.284,-1,-1,-1
14,79,1602.970297029703,392.0792079207921,159.84,362.7,15.437,-1,-1,-1
14,40,1867.0,391.0,30.903,70.127,7.0697,-1,-1,-1
15,81,1651.4851485148515,367.3267326732673,159.84,362.7,56.775,-1,-1,-1
15,82,1806.930693069307,529.7029702970297,33.737,76.557,40.166,-1,-1,-1
15,83,1322.7722772277227,495.049504950495,67.474,153.11,36.203,-1,-1,-1
15,42,-52.0,254.0,270.83,614.58,25.027,-1,-1,-1
15,37,1619.0,396.0,159.84,362.7,7.1656,-1,-1,-1
15,40,1867.0,393.0,26.0,59.0,4.8067,-1,-1,-1
16,9,1668.0,371.0,159.84,362.7,58.304,-1,-1,-1
16,43,1834.0,532.0,36.723,83.333,49.653,-1,-1,-1
16,21,1336.0,500.0,67.474,153.11,44.973,-1,-1,-1
16,42,-52.0,254.0,270.83,614.58,39.898,-1,-1,-1
16,37,1619.0,396.0,159.84,362.7,10.224,-1,-1,-1
16,92,1306.930693069307,457.4257425742574,30.903,70.127,1.3394,-1,-1,-1
17,93,1649.5049504950496,381.18811881188117,146.62,332.71,65.522,-1,-1,-1
17,94,1322.7722772277227,495.049504950495,67.474,153.11,46.265,-1,-1,-1
17,95,1694.059405940594,403.96039603960395,146.62,332.71,38.159,-1,-1,-1
17,42,-52.0,254.0,270.83,614.58,34.544,-1,-1,-1
18,97,1649.5049504950496,403.96039603960395,146.62,332.71,66.036,-1,-1,-1
18,42,-52.0,254.0,270.83,614.58,44.021,-1,-1,-1
18,21,1350.0,503.0,61.514,139.59,33.671,-1,-1,-1
18,100,1578.2178217821781,392.0792079207921,159.84,362.7,22.94,-1,-1,-1
